"id","name","type","rarity","attunement","source","extra","description","price","subtype","weight","merchants"
2279,"Arcane Grimoire +3","Wondrous Item","very rare",True,"Tasha's Cauldron of Everything 120","requires attunement by a wizard","While you are holding this leather-bound book, you can use it as a spellcasting focus for your wizard spells, and you gain a bonus to spell attack rolls and to the saving throw DCs of your wizard spells. The bonus is determined by the book's rarity.

You can use this book as a spellbook. In addition, when you use your Arcane Recovery feature, you can increase the number of spell slot levels you regain by 1.","27000",NULL,NULL,"wizard"
5963,"Arcane Propulsion Arm","Wondrous Item","very rare",True,"Eberron: Rising from the Last War","by a creature missing a hand or an arm","This prosthetic appendage was developed by artificers of House Cannith. To attune to this item, you must attach it to your arm at the wrist, elbow, or shoulder, at which point the prosthetic magically forms a copy of the appendage it's replacing. While attached, the prosthetic provides these benefits: The prosthetic is a fully capable part of your body. You can take an action to remove the prosthetic, and it removes itself if your attunement to it ends. It can't be removed against your will. The prosthetic is a magic melee weapon with which you're proficient. It deals 1d8 force damage on a hit and has the thrown property, with a normal range of 20 feet and a long range of 60 feet. When thrown, the prosthetic detaches and flies at the target of the attack, then immediately returns to you and reattaches.","27000",NULL,NULL,"wizard"
5501,"Armblade","Weapon","common",True,"Eberron: Rising from the Last War","by a warforged","An armblade is a magic weapon that attaches to your arm, becoming inseparable from you as long as you're attuned to it. To attune to this item, you must hold it against your forearm for the entire attunement period. As a bonus action, you can retract the armblade into your forearm or extend it from there. While it is extended, you can use the weapon as if you were holding it, and you can't use that hand for other purposes.","75",NULL,NULL,"general, smith, weaponsmith"
2452,"Armor +1","Armor","rare",False,"Dungeon Master's Guide 152",NULL,"You have a +1 bonus to AC while wearing this armor.","1500","plate",NULL,"armorer, smith"
2565,"Armor +2","Armor","very rare",False,"Dungeon Master's Guide 152",NULL,"You have a +2 bonus to AC while wearing this armor.","6000","light, medium or heavy",NULL,"armorer, smith"
2260,"Armor +3","Armor","legendary",False,"Dungeon Master's Guide 152",NULL,"You have a +3 bonus to AC while wearing this armor.","24000","plate",NULL,NULL
2501,"Armor of Gleaming","Armor","common",False,"Xanathar's Guide to Everything 136","medium or heavy","This armor never gets dirty.","75","shield",NULL,"armorer, general, smith"
2230,"Armor of Invulnerability","Armor","legendary",True,"Dungeon Master's Guide 152","plate","You have resistance to nonmagical damage while you wear this armor. Additionally, you can use an action to make yourself immune to nonmagical damage for 10 minutes or until you are no longer wearing the armor. Once this special action is used, it can't be used again until the next dawn.

Plate consists of shaped, interlocking metal plates to cover the entire body. A suit of plate includes gauntlets, heavy leather boots, a visored helmet, and thick layers of padding underneath the armor. Buckles and straps distribute the weight over the body.","18000","arrow",NULL,NULL
2231,"Armor of Resistance","Armor","rare",True,"Dungeon Master's Guide 152",NULL,"You have resistance to one type of damage while you wear this armor. The GM chooses the type or determines it randomly from the options below. d10 Damage Type 1 Acid 2 Cold 3 Fire 4 Force 5 Lightning 6 Necrotic 7 Poison 8 Psychic 9 Radiant 10 Thunder","6000",NULL,NULL,"armorer, smith"
2662,"Armor of Vulnerability","Armor","rare",True,"Dungeon Master's Guide 152","plate","While wearing this armor, you have resistance to one of the following damage types: bludgeoning, piercing, or slashing. The GM chooses the type or determines it randomly.

Curse. This armor is cursed, a fact that is revealed only when an identify spell is cast on the armor or you attune to it. Attuning to the armor curses you until you are targeted by the remove curse spell or similar magic; removing the armor fails to end the curse. While cursed, you have vulnerability to two of the three damage types associated with the armor (not the one to which it grants resistance).","2500",NULL,NULL,NULL
2657,"Arrow-catching Shield","Armor","rare",True,"Dungeon Master's Guide 152",NULL,"You gain a +2 bonus to AC against ranged attacks while you wield this shield. This bonus is in addition to the shield's normal bonus to AC. In addition, whenever an attacker makes a ranged attack against a target within 5 feet of you, you can use your reaction to become the target of the attack instead.

A shield is made from wood or metal and is carried in one hand. Wielding a shield increases your Armor Class by 2. You can benefit from only one shield at a time.","6000","shield",NULL,"armorer, smith"
2645,"Arrow of Slaying","Weapon","very rare",False,"Dungeon Master's Guide 152",NULL,"An arrow of slaying is a magic weapon meant to slay a particular kind of creature. Some are more focused than others; for example, there are both arrows of dragon slaying and arrows of blue dragon slaying. If a creature belonging to the type, race, or group associated with an arrow of slaying takes damage from the arrow, the creature must make a DC 17 Constitution saving throw, taking an extra 6d10 piercing damage on a failed save, or half as much extra damage on a successful one. Once an arrow of slaying deals its extra damage to a creature, it becomes a nonmagical arrow. Other types of magic ammunition of this kind exist, such as bolts of slaying meant for a crossbow, though arrows are most common.","600","arrow",NULL,"smith, weaponsmith"
2423,"Astral Shard","Wondrous Item","rare",True,"Tasha's Cauldron of Everything 120","by a sorcerer","This crystal is a solidified shard of the Astral Plane, swirling with silver mist. As an action, you can attach the shard to a Tiny object (such as a weapon or a piece of jewelry) or detach it. It falls off if your attunement to it ends. You can use the shard as a spellcasting focus for your sorcerer spells while you hold or wear it. When you use a Metamagic option on a spell while you are holding or wearing the shard, immediately after casting the spell you can teleport to an unoccupied space you can see within 30 feet of you.","2500",NULL,NULL,"wizard"
2349,"Astromancy Archive","Wondrous Item","rare",True,"Tasha's Cauldron of Everything 120","by a wizard","This brass disc of articulated, concentric rings unfolds into an armillary sphere. As a bonus action, you can unfold it into the sphere or back into a disc. When found, it contains the following spells, which are wizard spells for you while you are attuned to it: Augury, Divination, Find the Path, Foresight, Locate Creature, and Locate Object. It functions as a spellbook for you, with spells encoded on the rings. Augury Divination Find the Path Foresight Locate Creature Locate Object While you are holding the archive, you can use it as a spellcasting focus for your wizard spells. The archive has 3 charges, and it regains 1d3 expended charges daily at dawn. You can use the charges in the following ways while holding it: If you spend 1 minute studying the archive, you can expend 1 charge to replace one of your prepared wizard spells with a different spell in the archive. The new spell must be of the divination school. When a creature you can see within 30 feet of you makes an attack roll, an ability check, or a saving throw, you can use your reaction to expend 1 charge and force the creature to roll a d4 and apply the number rolled as a bonus or penalty (your choice) to the original roll. You can do this after you see the roll but before its effects are applied. If you spend 1 minute studying the archive, you can expend 1 charge to replace one of your prepared wizard spells with a different spell in the archive. The new spell must be of the divination school. When a creature you can see within 30 feet of you makes an attack roll, an ability check, or a saving throw, you can use your reaction to expend 1 charge and force the creature to roll a d4 and apply the number rolled as a bonus or penalty (your choice) to the original roll. You can do this after you see the roll but before its effects are applied.","2500",NULL,NULL,"wizard"
